node_id,timestamp,air_temperature_C,relative_humidity_pct,air_pressure_hPa,wind_speed_ms,wind_direction_deg,leaf_wetness_pct,soil_moisture_pct,solar_radiation_Wm2,battery_voltage_V,air_temperature_C_scaled,relative_humidity_pct_scaled,air_pressure_hPa_scaled,wind_speed_ms_scaled,wind_direction_deg_scaled,leaf_wetness_pct_scaled,soil_moisture_pct_scaled,solar_radiation_Wm2_scaled
SB-001,2010-01-03 03:50:00,11.72,85.94,1009.15,1.16,207.6,29.4,32.76,0.0,3.62,-1.2923689948851307,0.8849124372075671,-0.959586014939885,-1.0128860304037064,0.2656655120494944,1.0071149557163939,-0.40413510998987245,-0.8043286463738681
SB-001,2010-01-03 06:00:00,13.64,87.58,1011.06,4.94,43.2,36.3,42.15,0.0,3.8,-0.9200231848342002,1.0223431434697399,-0.4876642230492043,1.7056833242534468,-1.3070687709277462,1.4963390432739498,1.1556281733525477,-0.8043286463738681
SB-001,2010-01-03 09:00:00,12.61,93.73,1018.68,4.13,262.1,3.8,45.42,605.8,4.07,-1.1197711975177724,1.5377082919528884,1.3950813550696697,1.123132748255485,0.7870403199707819,-0.8079773111638137,1.6988045244206755,1.1821413728585721
SB-001,2010-01-03 13:00:00,17.43,77.19,1010.94,1.63,355.7,2.9,38.26,708.3,3.41,-0.18502807020241574,0.15166933977219374,-0.5173137597124666,-0.6748628566764944,1.6824656781622036,-0.871789148671321,0.5094642572500967,1.5182476405563687
SB-001,2010-01-03 13:10:00,18.27,74.73,1007.68,4.85,35.3,0.0,30.03,786.3,4.13,-0.022126778305133682,-0.054476719621064984,-1.3227928390651862,1.640955482475895,-1.3826442018007405,-1.0774050695288444,-0.8576126140926204,1.7740163125605457
SB-001,2010-01-03 14:10:00,18.26,74.37,1018.39,2.61,268.2,18.3,32.44,654.7,3.51,-0.02406607939914856,-0.08464443562983458,1.3234283081333962,0.02995142045684155,0.8453960324170174,0.22010229312380403,-0.45728998226565254,1.3424886556919602
SB-001,2010-01-03 17:40:00,15.36,62.27,1014.22,1.06,340.8,0.0,33.74,38.8,3.61,-0.5864633966635752,-1.0986148903690367,0.2931069090841018,-1.0848058546009856,1.5399246756295948,-1.0774050695288444,-0.24134831364529546,-0.6771001274794827
SB-001,2010-01-03 19:10:00,14.43,61.59,1013.12,2.86,90.3,0.0,33.43,0.0,3.71,-0.7668183984069946,-1.155598353941157,0.021319489670610592,0.2097509809500395,-0.8564861387609092,-1.0774050695288444,-0.29284209616245777,-0.8043286463738681
SB-001,2010-01-03 21:10:00,14.46,62.9,1012.02,4.13,291.2,0.6,34.64,0.0,3.53,-0.7610004951249486,-1.0458213873536901,-0.2504679297428806,1.123132748255485,1.0654257678700378,-1.0348638445238396,-0.09185023536966438,-0.8043286463738681
SB-001,2010-01-03 21:20:00,12.33,62.23,1016.76,3.19,305.2,0.0,38.86,0.0,3.46,-1.1740716281501997,-1.101966858814456,0.9206887684570505,0.4470864008010608,1.1993569111892675,-1.0774050695288444,0.6091296427671845,-0.8043286463738681
SB-001,2010-01-03 22:20:00,12.53,64.12,1015.61,1.43,116.6,9.3,35.53,0.0,3.6,-1.1352856062698946,-0.9435863497684147,0.6365473754338666,-0.8187025050710527,-0.604886919525499,-0.418016081951269,0.05598675314734891,-0.8043286463738681
SB-001,2010-01-03 22:30:00,12.83,70.74,1015.76,4.06,129.5,9.8,42.45,0.0,3.76,-1.0771065734494365,-0.38883557205159597,0.6736092962629726,1.0727888713173894,-0.4814789374670658,-0.3825650611137649,1.2054608661110924,-0.8043286463738681
SB-001,2010-01-04 15:00:00,19.87,67.55,1008.09,4.06,152.1,0.0,44.12,579.7,3.47,0.2881613967373087,-0.656155055573749,-1.221490255465594,1.0727888713173894,-0.26527580610888074,-1.0774050695288444,1.4828628558003183,1.0965572403033286
SB-001,2010-01-04 18:40:00,15.28,53.07,1014.7,3.82,176.6,15.3,30.72,0.0,3.79,-0.6019778054156973,-1.8695676328153723,0.4117050557372636,0.9001812932439196,-0.03089630530022863,0.007396168098779697,-0.74299742074797,-0.8043286463738681
SB-001,2010-01-04 19:20:00,16.9,59.02,1014.07,1.48,158.6,0.7,39.8,0.0,3.23,-0.28781102818522486,-1.3709623265593183,0.2560449882549958,-0.7827425929724131,-0.20309348956780976,-1.027773640356339,0.765272080077288,-0.8043286463738681
SB-001,2010-01-04 22:40:00,13.98,57.8,1015.55,0.57,172.1,11.3,39.56,0.0,3.44,-0.8540869476376812,-1.4731973641445935,0.6217226071022073,-1.4372129931676536,-0.07394560136712391,-0.27621199860125273,0.7254059258704538,-0.8043286463738681
SB-001,2010-01-05 01:50:00,11.31,72.2,1014.02,1.05,244.8,22.6,44.36,0.0,3.71,-1.3718803397397565,-0.2664887237938073,0.243691014645275,-1.0919978370207135,0.6215396928691622,0.524981072326339,1.5227290100071538,-0.8043286463738681
SB-001,2010-01-05 04:40:00,10.03,86.24,1013.78,7.8,39.8,34.2,23.3,0.0,3.62,-1.6201108797737103,0.9100522005482081,0.18439194131869407,3.762590296295631,-1.3395949057338452,1.3474447557564333,-1.9755260216426191,-0.8043286463738681
SB-001,2010-01-05 04:50:00,10.14,85.8,1009.83,0.32,173.4,21.6,42.71,0.0,3.52,-1.598778567739542,0.873180547648601,-0.7915719738478965,-1.6170125536608515,-0.06150913805890961,0.4540790306513309,1.2486491998351632,-0.8043286463738681
SB-001,2010-01-05 06:00:00,10.91,93.82,1022.69,1.73,147.0,31.0,33.32,43.5,3.7,-1.449452383500367,1.54525022095508,2.3858700385679477,-0.6029430324792151,-0.31406500831802864,1.120558222396407,-0.31111408350725706,-0.6616884254484618
SB-001,2010-01-05 06:40:00,12.32,85.06,1018.82,3.95,156.0,32.5,35.4,135.8,3.87,-1.176010929244215,0.8111691314083527,1.4296724811768653,0.9936770647003828,-0.22796641618423807,1.2269112849089192,0.03439258628531285,-0.35902883024351917
SB-001,2010-01-05 09:30:00,15.44,84.44,1014.9,1.51,185.3,8.6,43.95,576.5,3.58,-0.5709489879114531,0.7592136205043601,0.46112095017606236,-0.7611666457132293,0.05233233376243574,-0.46764751112377473,1.454624329903811,1.0860641665800803
SB-001,2010-01-05 10:20:00,15.26,82.45,1013.11,6.03,302.9,3.7,30.45,702.8,3.55,-0.6058564076037277,0.5924531903447728,0.01884869494867206,2.4896094080037896,1.1773539376439655,-0.8150675153313144,-0.7878468442306593,1.5002126700945357
SB-001,2010-01-05 12:00:00,16.73,77.59,1012.49,0.83,321.3,0.0,24.07,723.3,3.33,-0.320779146783484,0.1851890242263827,-0.1343405778116573,-1.2502214502547275,1.353377726006382,-1.0774050695288444,-1.8476221102290233,1.567433923634095
SB-001,2010-01-05 16:00:00,18.14,65.47,1015.06,3.37,240.1,11.1,31.93,388.4,3.59,-0.04733769252733191,-0.830457414735529,0.5006536657271069,0.5765420843561635,0.5765770947548492,-0.29039240693625445,-0.5420055599551766,0.469268176785392
SB-001,2010-01-05 22:30:00,12.55,65.68,1011.72,2.78,23.2,12.8,48.18,0.0,3.86,-1.1314070040818638,-0.8128595803970794,-0.32459177140109274,0.1522151215922161,-1.4983989756695033,-0.1698589360887406,2.157265297799278,-0.8043286463738681
SB-001,2010-01-06 01:10:00,12.15,71.03,1010.69,2.59,150.1,38.3,34.39,0.0,3.43,-1.2089790478424745,-0.3645338008223088,-0.5790836277609861,0.0155674556173857,-0.2844088265830564,1.638143126623966,-0.13337747933511754,-0.8043286463738681
SB-001,2010-01-06 11:00:00,14.8,80.83,1015.91,1.84,15.5,0.0,35.2,774.5,3.3,-0.6950642579284296,0.4566984683053091,0.7106712170920787,-0.523831225862208,-1.5720611044950796,-1.0774050695288444,0.001170791112951042,1.7353231032060679
SB-001,2010-01-06 16:40:00,17.72,62.56,1015.99,1.53,116.9,13.6,43.3,250.5,3.44,-0.12878833847597326,-1.0743131191397501,0.7304375748676151,-0.7467826808737734,-0.6020169664543725,-0.11313730274873417,1.346653495593632,0.017082281024161428
SB-001,2010-01-06 17:30:00,18.28,74.29,1012.94,2.93,351.3,16.3,44.3,79.3,3.64,-0.020187477211118115,-0.09134837252067214,-0.023154815324311056,0.26009485788813513,1.6403730331190172,0.0782982097737878,1.5127624714554446,-0.5442971631696216
SB-001,2010-01-06 19:00:00,16.0,56.62,1015.49,4.52,80.5,0.0,39.29,0.0,3.51,-0.46234812664659825,-1.5720804332844496,0.6068978387705761,1.4036200626248736,-0.95023793908437,-1.0774050695288444,0.6805565023877639,-0.8043286463738681
SB-001,2010-01-06 21:00:00,13.66,62.45,1016.57,4.53,102.5,16.0,42.68,0.0,3.84,-0.9161445826461697,-1.0835310323646519,0.8737436687401903,1.410812045044602,-0.7397747138684375,0.05702759727128533,1.2436659305593087,-0.8043286463738681
SB-001,2010-01-07 00:20:00,11.44,73.66,1009.08,4.65,106.8,22.8,34.07,0.0,2.88,-1.3466694255175582,-0.14414187553601981,-0.9768815779934548,1.497115834081337,-0.6986387198489599,0.5391614806613405,-0.1865323516108976,-0.8043286463738681
SB-001,2010-01-07 04:10:00,8.97,86.43,1014.1,1.73,342.7,38.1,32.5,0.0,3.48,-1.8256767957393278,0.9259740506639487,0.26345737242081135,-0.6029430324792151,1.5581010450800616,1.6239627182889649,-0.4473234437139434,-0.8043286463738681
SB-001,2010-01-07 04:30:00,9.83,85.87,1009.67,0.48,224.8,22.9,30.82,0.0,3.51,-1.6588969016540154,0.8790464924280846,-0.8311046893989691,-1.5019408349452048,0.43020948812740545,0.5462516848288412,-0.7263865231617885,-0.8043286463738681
SB-001,2010-01-07 04:50:00,10.21,90.23,1015.96,1.47,45.1,30.2,35.48,0.0,3.67,-1.5852034600814353,1.244411052978739,0.7230251907017995,-0.789934575392141,-1.2888924014772796,1.0638365890564006,0.047681304354257575,-0.8043286463738681
SB-001,2010-01-07 08:00:00,16.49,100.0,1015.67,1.23,61.6,36.4,28.93,418.8,3.77,-0.3673223730398507,2.0631293457722926,0.6513721437654978,-0.962542153465611,-1.1310449825653301,1.5034292474414508,-1.0403324875406144,0.5689523771562508
SB-001,2010-01-07 08:50:00,16.42,86.23,1012.35,2.88,127.9,8.9,22.08,525.8,3.8,-0.38089748069795687,0.9092142084368542,-0.16893170391882484,0.22413494578949533,-0.4967853538464063,-0.4463768986212722,-2.178178972194031,0.9198145297773651
SB-001,2010-01-07 09:10:00,15.96,91.23,1012.32,0.59,137.9,4.3,34.78,533.1,3.36,-0.47010533102265917,1.3282102641142104,-0.17634408808464042,-1.422829028328198,-0.40112025147552793,-0.7725262903263097,-0.06859497874901052,0.9437518542085255
SB-001,2010-01-07 10:10:00,15.26,86.79,1019.08,1.87,284.3,20.7,44.29,701.7,3.4,-0.6058564076037277,0.9561417666727183,1.4939131439473234,-0.5022552786030242,0.9994168472341319,0.3902671931438234,1.5111013816968268,1.4966056760021693
SB-001,2010-01-07 16:00:00,17.36,60.69,1012.74,1.24,190.7,0.0,45.57,447.9,3.33,-0.19860317786052262,-1.2310176439630816,-0.07257070976313786,-0.955350171045883,0.10399148904270987,-1.0774050695288444,1.7237208707999472,0.6643737663270398
SB-001,2010-01-07 19:20:00,15.07,56.06,1014.62,2.88,72.2,0.0,38.26,0.0,3.25,-0.6427031283900176,-1.619007991520313,0.3919386979617273,0.22413494578949533,-1.029639974052199,-1.0774050695288444,0.5094642572500967,-0.8043286463738681
SB-001,2010-01-07 20:10:00,17.81,57.05,1010.43,3.01,312.2,0.0,41.0,0.0,3.28,-0.11133462862983594,-1.536046772496197,-0.6433242905314722,0.3176307172459582,1.2663224828488824,-1.0774050695288444,0.9646028511114636,-0.8043286463738681
SB-001,2010-01-08 00:20:00,10.43,58.89,1011.38,3.35,271.6,21.0,37.53,0.0,3.57,-1.5425388360130998,-1.3818562240069296,-0.40859879194708704,0.5621581195167076,0.8779221672231164,0.41153780564632586,0.3882047048709741,-0.8043286463738681
SB-001,2010-01-08 02:40:00,10.69,77.05,1019.99,1.09,191.8,35.1,43.12,0.0,3.4,-1.492117007568703,0.1399374502132277,1.7187554636439264,-1.0632299073418017,0.1145146503035067,1.4112565932639405,1.316753879938506,-0.8043286463738681
SB-001,2010-01-08 04:20:00,11.72,80.46,1021.25,1.01,1.4,40.1,24.6,0.0,3.69,-1.2923689948851307,0.4256927601851843,2.030075598608462,-1.1207657666996251,-1.7069488988380181,1.7657668016389811,-1.7595843530222626,-0.8043286463738681
SB-001,2010-01-08 06:10:00,12.01,91.42,1013.69,2.94,97.7,23.7,37.82,0.0,3.64,-1.2361292631586882,1.3441321142299498,0.16215478882124731,0.26728684030786287,-0.7856939630064591,0.6029733181688477,0.4363763078708996,-0.8043286463738681
SB-001,2010-01-08 07:40:00,11.26,94.69,1011.03,0.8,251.4,26.5,34.65,379.9,3.23,-1.381576845209833,1.6181555346429404,-0.4950766072150199,-1.2717973975139114,0.6846786604339419,0.8014990348588705,-0.09018914561104659,0.44139594970801377
SB-001,2010-01-08 08:20:00,13.85,79.95,1016.32,1.66,162.5,14.1,32.69,462.7,3.53,-0.8792978618598798,0.38295516250609474,0.8119738006916708,-0.6532869094173106,-0.16578409964316712,-0.07768628191123012,-0.4157627383001994,0.7129042322970631
SB-001,2010-01-08 09:30:00,13.15,97.0,1011.0,2.19,64.9,15.9,33.43,552.3,3.63,-1.015048938440948,1.8117317123658792,-0.5024889913808355,-0.27211184117173093,-1.0994754987829403,0.04993739310378454,-0.29284209616245777,1.006710296548015
SB-001,2010-01-08 12:30:00,18.96,72.31,1014.44,2.81,320.9,0.0,30.41,746.4,4.0,0.11168499718191971,-0.2572708105689055,0.34746439296680565,0.17379106885140003,1.3495511219115466,-1.0774050695288444,-0.7944912032651317,1.6431807995737937
SB-001,2010-01-08 13:40:00,19.93,78.92,1008.14,1.55,14.4,12.7,24.1,698.4,3.5,0.2997972033014,0.2966419750365593,-1.2091362818559015,-0.7323987160343176,-1.5825842657558762,-0.1769491402562415,-1.8426388409531689,1.4857846937250694
SB-001,2010-01-09 00:20:00,12.5,68.8,1010.99,3.14,276.5,14.6,26.35,0.0,3.69,-1.1411035095519402,-0.55140604165441,-0.504959786102774,0.41112648870242136,0.9247980673848467,-0.042235261073726056,-1.4688936452640906,-0.8043286463738681
SB-001,2010-01-09 02:50:00,9.52,79.5,1011.19,3.08,320.3,25.3,31.23,0.0,3.43,-1.7190152355684887,0.3452455174951325,-0.4555438916639472,0.3679745941840538,1.343811215769294,0.7164165848488608,-0.6582818430584453,-0.8043286463738681
SB-001,2010-01-09 05:50:00,12.72,91.71,1018.14,0.95,87.0,38.1,39.35,0.0,3.66,-1.0984388854836045,1.3684338854592357,1.2616584400848767,-1.1639176612179927,-0.8880556225432991,1.6239627182889649,0.690523040939473,-0.8043286463738681
SB-001,2010-01-09 18:20:00,17.11,54.51,1022.03,1.36,87.7,13.3,28.63,0.0,3.44,-0.2470857052109042,-1.7488967687802939,2.222797586919836,-0.869046382009148,-0.8813590653773375,-0.13440791525123652,-1.0901651802991583,-0.8043286463738681
SB-001,2010-01-09 22:30:00,13.68,68.56,1009.69,0.26,249.3,28.5,29.42,0.0,3.5,-0.9122659804581393,-0.5715178523269226,-0.826163099955064,-1.6601644481792188,0.6645889889360576,0.9433031182088867,-0.9589390893683258,-0.8043286463738681
SB-001,2010-01-10 00:10:00,8.28,77.8,1010.75,0.2,138.0,22.5,42.51,0.0,3.07,-1.9594885712263812,0.20278685856483114,-0.5642588594293549,-1.7033163426975864,-0.4001636004518192,0.517890868158838,1.2154274046628002,-0.8043286463738681
SB-001,2010-01-10 15:30:00,18.97,75.84,1017.11,4.34,160.4,2.8,39.37,506.8,3.49,0.11362429827593458,0.03854040473930804,1.0071665837249832,1.2741643790697712,-0.18587377114105152,-0.8788793528388218,0.6938452204567086,0.8575119045455786
SB-001,2010-01-10 16:20:00,17.6,61.3,1022.96,0.68,170.6,0.0,42.99,351.5,3.9,-0.15205995160415595,-1.1799001251704442,2.4525814960603443,-1.3581011865506463,-0.08829536672275567,-1.0774050695288444,1.295159713076471,0.34826992041418536
SB-001,2010-01-11 01:10:00,10.63,72.78,1010.78,2.07,145.2,25.6,39.66,0.0,3.73,-1.5037528141327943,-0.21788518133523413,-0.5568464752635394,-0.358415630208466,-0.3312847267447869,0.7376871973513633,0.7420168234566341,-0.8043286463738681
SB-001,2010-01-11 03:10:00,11.47,84.73,1012.16,3.2,30.1,22.7,46.28,0.0,3.55,-1.3408515222355122,0.7835153917336474,-0.2158768036357131,0.4542783832207889,-1.4323900550335973,0.5320712764938397,1.8416582436618343,-0.8043286463738681
SB-001,2010-01-11 08:50:00,12.16,81.12,1012.58,0.89,216.0,8.5,36.56,599.2,4.09,-1.2070397467484593,0.48100023953459625,-0.11210342531418244,-1.20706955573636,0.34602419804103235,-0.4747377152912755,0.22707899828501607,1.160499408304373
SB-001,2010-01-11 16:50:00,17.42,76.11,1010.93,2.21,334.3,0.8,39.91,295.0,3.63,-0.18696737129643062,0.06116619174588494,-0.5197845544344333,-0.25772787633227506,1.477742359088524,-1.020683436188838,0.7835440674220873,0.16300158748808286
SB-001,2010-01-11 19:00:00,16.72,63.24,1011.19,1.04,282.2,8.1,38.59,0.0,3.42,-0.32271844787749954,-1.0173296555676297,-0.4555438916639472,-1.0991898194404415,0.9793271757362473,-0.5030985319612787,0.5642802192844958,-0.8043286463738681
SB-001,2010-01-11 19:40:00,16.4,60.31,1011.7,3.02,344.5,2.2,29.22,0.0,3.45,-0.384776082885988,-1.2628613441945604,-0.3295333608449698,0.3248226996656863,1.5753207635068198,-0.9214205778438266,-0.9921608845406888,-0.8043286463738681
SB-001,2010-01-11 20:00:00,16.73,61.76,1015.23,2.17,123.6,0.0,42.29,0.0,3.61,-0.320779146783484,-1.1413524880481274,0.5426571760001181,-0.2864958060111868,-0.5379213478658842,-1.0774050695288444,1.1788834299732016,-0.8043286463738681
SB-001,2010-01-11 20:10:00,16.3,56.96,1004.9,3.48,274.9,0.0,29.63,0.0,3.47,-0.40416909382614025,-1.5435887014983891,-2.009673771764716,0.6556538909731705,0.9094916510055059,-1.0774050695288444,-0.9240562044373457,-0.8043286463738681
SB-001,2010-01-11 20:40:00,14.5,51.4,1016.88,4.83,37.6,6.3,39.19,0.0,3.66,-0.7532432907488877,-2.0095123154116092,0.9503383051203409,1.6265715176364395,-1.3606412282554383,-0.6307222069762934,0.6639456048015824,-0.8043286463738681
SB-001,2010-01-12 07:30:00,14.5,88.25,1010.98,3.25,19.2,9.3,40.79,272.9,3.82,-0.7532432907488877,1.0784886149305057,-0.5074305808247126,0.49023829531942836,-1.5366650166178548,-0.418016081951269,0.9297199661804828,0.09053379708689933
SB-001,2010-01-12 12:40:00,16.79,68.67,1009.13,3.65,326.4,0.0,39.7,838.0,3.76,-0.30914334021939266,-0.5622999391020208,-0.9645276043837622,0.777917592108545,1.4021669282155296,-1.0774050695288444,0.7486611824911077,1.943545034901776
SB-001,2010-01-12 17:10:00,16.88,59.85,1015.64,2.83,269.6,11.5,35.71,169.2,3.92,-0.29168963037325535,-1.3014089813168772,0.6439597595996822,0.18817503369085586,0.8587891467489408,-0.26203159026625117,0.08588636880247513,-0.24950737325711528
SB-001,2010-01-12 19:40:00,16.84,56.31,1009.24,1.03,215.1,0.0,49.71,0.0,3.59,-0.2994468347493162,-1.5980581887364453,-0.9373488624424102,-1.1063818018601692,0.3374143388276532,-1.0774050695288444,2.4114120308678513,-0.8043286463738681
SB-001,2010-01-12 20:40:00,14.96,60.0,1004.44,3.26,328.2,0.0,35.6,0.0,3.56,-0.6640354404241854,-1.2888390996465566,-2.1233303289739727,0.4974302777391561,1.419386646642288,-1.0774050695288444,0.06761438145767584,-0.8043286463738681
SB-001,2010-01-13 00:20:00,10.68,72.0,1010.12,3.77,146.3,38.1,32.55,0.0,3.38,-1.494056308662718,-0.2832485660209018,-0.7199189269116228,0.8642213811452801,-0.32076156548399004,1.6239627182889649,-0.43901799492085325,-0.8043286463738681
SB-001,2010-01-13 01:10:00,11.67,68.84,1006.4,3.65,272.6,22.8,45.13,0.0,3.72,-1.302065500355207,-0.5480540732089906,-1.6390545634735991,0.777917592108545,0.8874886774602043,0.5391614806613405,1.65063292142075,-0.8043286463738681
SB-001,2010-01-13 05:20:00,12.03,82.93,1012.54,1.56,103.4,23.7,35.41,0.0,3.72,-1.2322506609706578,0.6326768116897994,-0.12198660420196465,-0.7252067336145896,-0.7311648546550584,0.6029733181688477,0.036053676043930644,-0.8043286463738681
SB-001,2010-01-13 06:30:00,11.78,86.07,1019.53,3.64,32.0,30.6,24.67,70.4,3.84,-1.2807331883210393,0.8958063346551779,1.6050989064346415,0.7707256096888172,-1.4142136855831302,1.092197405726404,-1.7479567247119356,-0.573481024462406
SB-001,2010-01-13 08:50:00,13.88,89.09,1006.15,3.14,84.6,17.6,45.83,565.3,3.56,-0.8734799585778339,1.1488799522843018,-1.7008244315221186,0.41112648870242136,-0.91101524711231,0.1704708639512984,1.766909204524018,1.049338408548711
SB-001,2010-01-13 09:00:00,16.1,93.69,1014.62,3.18,305.2,10.7,27.39,506.1,3.8,-0.44295511570644536,1.534356323507469,0.3919386979617273,0.43989441838133303,1.1993569111892675,-0.31875322360625774,-1.2961403103678055,0.8552165446686181
