test_case_id,node_id,true_label,injection_type,edad_raw_score
324,SB-012,1,spike,1.8561317
325,SB-011,1,dropout,0.3663951
326,SB-002,1,drift,1.3245876
327,SB-008,1,multi_spike,1.1758605
328,SB-018,1,spike,0.97590125
329,SB-010,1,dropout,0.6063222
330,SB-005,1,drift,0.5189446
331,SB-014,1,multi_spike,1.6755574
332,SB-009,1,spike,1.4696053
333,SB-011,1,dropout,0.513223
334,SB-003,1,drift,0.602786
335,SB-005,1,multi_spike,1.050219
336,SB-014,1,spike,0.85258245
337,SB-012,1,dropout,0.45978567
338,SB-002,1,drift,1.1565787
339,SB-016,1,multi_spike,0.7618828
340,SB-017,1,spike,0.7340569
341,SB-018,1,dropout,0.53761137
342,SB-006,1,drift,0.6264841
343,SB-002,1,multi_spike,1.6114758
344,SB-002,1,spike,0.66915786
345,SB-018,1,dropout,0.5903624
346,SB-010,1,drift,0.7624103
347,SB-010,1,multi_spike,1.6039877
348,SB-001,1,spike,1.6609457
349,SB-012,1,dropout,0.42901322
350,SB-003,1,drift,2.3226552
351,SB-008,1,multi_spike,1.8571612
352,SB-020,1,spike,0.9560339
353,SB-014,1,dropout,0.4817428
354,SB-017,1,drift,2.136489
355,SB-003,1,multi_spike,2.3709288
356,SB-003,1,spike,1.8116193
357,SB-016,1,dropout,0.49574926
358,SB-013,1,drift,1.3606118
359,SB-016,1,multi_spike,1.4800061
360,SB-019,1,spike,0.7447512
361,SB-013,1,dropout,0.555672
362,SB-016,1,drift,0.86352956
363,SB-003,1,multi_spike,1.2633595
364,SB-007,1,spike,0.9802068
365,SB-016,1,dropout,0.62997097
366,SB-002,1,drift,0.88620454
367,SB-009,1,multi_spike,1.5607203
368,SB-006,1,spike,0.90900505
369,SB-009,1,dropout,0.36106732
370,SB-019,1,drift,0.5376587
371,SB-012,1,multi_spike,0.933334
372,SB-005,1,spike,1.1558316
373,SB-002,1,dropout,0.60723823
374,SB-001,1,drift,0.6594215
375,SB-020,1,multi_spike,2.716179
376,SB-009,1,spike,0.8514727
377,SB-016,1,dropout,0.80375123
378,SB-007,1,drift,0.91801554
379,SB-014,1,multi_spike,1.508266
380,SB-019,1,spike,2.8365798
381,SB-005,1,dropout,0.3467278
382,SB-002,1,drift,0.8288356
383,SB-018,1,multi_spike,1.5326934
384,SB-018,1,spike,0.8713692
385,SB-016,1,dropout,0.67761487
386,SB-007,1,drift,1.1860796
387,SB-003,1,multi_spike,1.7795119
388,SB-012,1,spike,0.8512432
389,SB-012,1,dropout,0.38080668
390,SB-005,1,drift,1.019974
391,SB-015,1,multi_spike,1.6188328
392,SB-008,1,spike,1.3399209
393,SB-013,1,dropout,0.5647232
394,SB-008,1,drift,2.491941
395,SB-011,1,multi_spike,1.5548671
396,SB-009,1,spike,0.9741435
397,SB-012,1,dropout,0.3362719
398,SB-007,1,drift,0.5324158
399,SB-005,1,multi_spike,1.5279962
400,SB-007,1,spike,1.6109122
401,SB-017,1,dropout,0.73873836
402,SB-004,1,drift,1.2143195
403,SB-003,1,multi_spike,1.3338995
404,SB-020,1,spike,3.4805934
405,SB-002,1,dropout,0.6612595
406,SB-007,1,drift,1.352959
407,SB-018,1,multi_spike,1.1111921
408,SB-011,1,spike,1.0465075
409,SB-002,1,dropout,0.5670698
410,SB-020,1,drift,0.6974705
411,SB-020,1,multi_spike,1.2606311
412,SB-007,1,spike,2.715984
413,SB-010,1,dropout,0.61919147
414,SB-008,1,drift,0.50838447
415,SB-003,1,multi_spike,1.1888142
416,SB-019,1,spike,1.069496
417,SB-015,1,dropout,0.54422
418,SB-017,1,drift,0.6856474
419,SB-005,1,multi_spike,2.1787357
420,SB-007,1,spike,1.1456679
421,SB-003,1,dropout,0.56952125
422,SB-014,1,drift,0.74902517
423,SB-009,1,multi_spike,1.6658165
424,SB-013,1,spike,1.4670715
425,SB-004,1,dropout,0.3437071
426,SB-001,1,drift,0.7204283
427,SB-003,1,multi_spike,1.4153694
428,SB-009,1,spike,1.636463
429,SB-005,1,dropout,0.6757806
430,SB-016,1,drift,1.0067707
431,SB-005,1,multi_spike,0.9972441
432,SB-012,1,spike,1.5870262
433,SB-009,1,dropout,0.6445138
434,SB-002,1,drift,1.4164915
435,SB-008,1,multi_spike,1.3824984
436,SB-018,1,spike,1.2887397
437,SB-017,1,dropout,0.49738076
438,SB-013,1,drift,0.96283764
439,SB-003,1,multi_spike,1.3662084
440,SB-007,1,spike,1.1555297
441,SB-002,1,dropout,0.60579526
442,SB-014,1,drift,0.7504189
443,SB-015,1,multi_spike,0.9641261
444,SB-017,1,spike,0.56357926
445,SB-015,1,dropout,0.5549324
446,SB-019,1,drift,0.63498855
447,SB-016,1,multi_spike,2.4349234
448,SB-010,1,spike,0.8718849
449,SB-015,1,dropout,0.73067176
450,SB-018,1,drift,0.85782063
451,SB-004,1,multi_spike,1.7082843
452,SB-005,1,spike,2.4971728
453,SB-019,1,dropout,0.6249493
454,SB-020,1,drift,1.5258393
455,SB-008,1,multi_spike,1.1422911
456,SB-013,1,spike,1.0260643
457,SB-010,1,dropout,0.6243142
458,SB-014,1,drift,1.5367415
459,SB-012,1,multi_spike,1.4175891
460,SB-005,1,spike,0.7937034
461,SB-011,1,dropout,0.5172063
462,SB-008,1,drift,0.7071969
463,SB-018,1,multi_spike,2.0265334
464,SB-016,1,spike,0.84460664
465,SB-016,1,dropout,0.44772705
466,SB-005,1,drift,2.317748
467,SB-020,1,multi_spike,1.8000494
468,SB-009,1,spike,0.8883729
469,SB-006,1,dropout,0.6514095
470,SB-006,1,drift,1.0778245
471,SB-004,1,multi_spike,2.440411
472,SB-008,1,spike,1.3396648
473,SB-005,1,dropout,0.46051636
474,SB-009,1,drift,1.0657529
475,SB-006,1,multi_spike,1.5383636
476,SB-014,1,spike,0.91791207
477,SB-017,1,dropout,0.71181154
478,SB-002,1,drift,0.6781294
479,SB-011,1,multi_spike,2.474435
480,SB-005,1,spike,0.84300673
481,SB-006,1,dropout,0.69628024
482,SB-019,1,drift,0.8180076
483,SB-016,1,multi_spike,1.4109339
484,SB-013,1,spike,0.9732081
485,SB-004,1,dropout,0.8434846
486,SB-016,1,drift,0.82914096
487,SB-007,1,multi_spike,1.1283453
488,SB-012,1,spike,1.3781798
489,SB-012,1,dropout,0.43035388
490,SB-019,1,drift,0.7402897
491,SB-020,1,multi_spike,1.5505651
492,SB-012,1,spike,1.6976889
493,SB-002,1,dropout,0.6958427
494,SB-014,1,drift,0.8317754
495,SB-014,1,multi_spike,1.3480269
496,SB-009,1,spike,1.0590246
497,SB-013,1,dropout,0.51530266
498,SB-004,1,drift,1.1928197
499,SB-018,1,multi_spike,1.3463858
500,SB-016,1,spike,1.6596817
501,SB-012,1,dropout,0.80945224
502,SB-002,1,drift,0.7622203
503,SB-013,1,multi_spike,2.0390763
504,SB-005,1,spike,2.0521328
505,SB-017,1,dropout,0.4939744
506,SB-013,1,drift,0.7709198
507,SB-004,1,multi_spike,2.2811723
508,SB-013,1,spike,0.6988242
509,SB-018,1,dropout,0.5973063
510,SB-007,1,drift,1.5631459
511,SB-006,1,multi_spike,0.8282292
512,SB-017,1,spike,2.153983
513,SB-016,1,dropout,0.39324975
514,SB-013,1,drift,0.49064222
515,SB-007,1,multi_spike,0.6869053
516,SB-001,1,spike,0.8623615
517,SB-001,1,dropout,0.5532618
518,SB-013,1,drift,0.8406861
519,SB-012,1,multi_spike,0.7424935
520,SB-017,1,spike,2.0273426
521,SB-017,1,dropout,0.55467266
522,SB-014,1,drift,0.7917832
523,SB-016,1,multi_spike,1.1890807
524,SB-003,1,spike,0.7984383
525,SB-020,1,dropout,0.6651597
526,SB-017,1,drift,0.50527316
527,SB-017,1,multi_spike,1.6514434
528,SB-011,1,spike,0.79874897
529,SB-009,1,dropout,0.38927898
530,SB-001,1,drift,1.3872609
531,SB-013,1,multi_spike,1.5022902
532,SB-001,1,spike,1.5549638
533,SB-014,1,dropout,0.620171
534,SB-009,1,drift,1.1679759
535,SB-002,1,multi_spike,1.9773415
536,SB-015,1,spike,1.4150207
537,SB-015,1,dropout,0.39092225
538,SB-009,1,drift,0.9447664
539,SB-008,1,multi_spike,2.245826
540,SB-001,1,spike,0.85797095
541,SB-017,1,dropout,0.7080803
542,SB-002,1,drift,0.8238879
543,SB-020,1,multi_spike,1.2587523
544,SB-018,1,spike,1.7295706
545,SB-012,1,dropout,0.596146
546,SB-013,1,drift,0.43463218
547,SB-014,1,multi_spike,0.6383799
548,SB-002,1,spike,1.2463353
549,SB-013,1,dropout,0.41925946
550,SB-015,1,drift,2.3294396
551,SB-015,1,multi_spike,0.94582546
552,SB-007,1,spike,1.1497529
553,SB-014,1,dropout,0.42351913
554,SB-002,1,drift,2.476853
555,SB-017,1,multi_spike,1.4042248
556,SB-014,1,spike,1.2297689
557,SB-016,1,dropout,0.7729178
558,SB-011,1,drift,2.546778
559,SB-017,1,multi_spike,1.5957782
560,SB-010,1,spike,1.6025871
561,SB-001,1,dropout,0.31789327
562,SB-013,1,drift,0.60173947
563,SB-013,1,multi_spike,1.1977128
564,SB-019,1,spike,1.6236236
565,SB-014,1,dropout,0.44554952
566,SB-020,1,drift,0.6752507
567,SB-009,1,multi_spike,1.4392748
568,SB-011,1,spike,1.1906265
569,SB-008,1,dropout,0.6119806
570,SB-017,1,drift,1.0751876
571,SB-016,1,multi_spike,1.5798124
572,SB-014,1,spike,0.9906171
573,SB-004,1,dropout,0.53264296
574,SB-008,1,drift,0.6422147
575,SB-019,1,multi_spike,1.7942988
576,SB-002,1,spike,3.0332673
577,SB-004,1,dropout,0.48161483
578,SB-009,1,drift,1.0035359
579,SB-013,1,multi_spike,2.232824
580,SB-005,1,spike,1.0316432
581,SB-019,1,dropout,0.37960434
582,SB-017,1,drift,0.8723447
583,SB-006,1,multi_spike,1.3040355
584,SB-002,1,spike,1.3321742
585,SB-008,1,dropout,0.53634375
586,SB-002,1,drift,1.3975899
587,SB-017,1,multi_spike,1.9493467
588,SB-020,1,spike,0.9533146
589,SB-004,1,dropout,0.5618782
590,SB-009,1,drift,0.9346839
591,SB-007,1,multi_spike,1.9870672
592,SB-009,1,spike,1.0686457
593,SB-002,1,dropout,0.65979576
594,SB-015,1,drift,1.297417
595,SB-005,1,multi_spike,3.3965774
596,SB-003,1,spike,0.59565383
597,SB-004,1,dropout,0.72403556
598,SB-011,1,drift,1.5914395
599,SB-015,1,multi_spike,1.1531004
600,SB-004,1,spike,0.8856019
601,SB-005,1,dropout,0.37639928
602,SB-004,1,drift,0.74736196
603,SB-013,1,multi_spike,1.2402786
604,SB-001,1,spike,1.3905882
605,SB-007,1,dropout,0.57935727
606,SB-015,1,drift,1.2409743
607,SB-014,1,multi_spike,0.9685927
608,SB-008,1,spike,0.73114765
609,SB-009,1,dropout,0.61288697
610,SB-003,1,drift,1.2583538
611,SB-014,1,multi_spike,1.1932069
612,SB-019,1,spike,1.1534504
613,SB-018,1,dropout,0.52273697
614,SB-006,1,drift,0.4224095
615,SB-017,1,multi_spike,1.1971588
616,SB-006,1,spike,0.6595865
617,SB-006,1,dropout,0.42755884
618,SB-018,1,drift,1.5844322
619,SB-011,1,multi_spike,1.8594992
620,SB-013,1,spike,1.4578015
621,SB-020,1,dropout,0.5564938
622,SB-003,1,drift,1.1215101
623,SB-013,1,multi_spike,1.6116819
624,SB-011,1,spike,1.5015128
625,SB-004,1,dropout,0.5415586
626,SB-010,1,drift,2.958656
627,SB-016,1,multi_spike,1.1790726
628,SB-014,1,spike,1.2597619
629,SB-011,1,dropout,0.3518472
630,SB-017,1,drift,0.5855214
631,SB-008,1,multi_spike,3.092561
632,SB-019,1,spike,0.8046828
633,SB-007,1,dropout,0.5543269
634,SB-005,1,drift,1.6553198
635,SB-001,1,multi_spike,1.5090113
636,SB-003,1,spike,1.1512536
637,SB-002,1,dropout,0.58815944
638,SB-018,1,drift,1.1888185
639,SB-018,1,multi_spike,1.187048
640,SB-017,1,spike,1.132134
641,SB-005,1,dropout,0.6467353
642,SB-006,1,drift,0.45161885
643,SB-002,1,multi_spike,0.89652634
644,SB-005,1,spike,1.2936507
645,SB-020,1,dropout,0.56632954
646,SB-007,1,drift,0.85178167
647,SB-009,1,multi_spike,1.2042114
648,SB-019,1,spike,0.60413206
649,SB-015,1,dropout,0.9605242
650,SB-006,1,drift,0.7353387
651,SB-009,1,multi_spike,1.209889
652,SB-004,1,spike,1.0452536
653,SB-019,1,dropout,0.5784101
654,SB-010,1,drift,0.91316193
655,SB-004,1,multi_spike,1.6816006
656,SB-010,1,spike,1.1489004
657,SB-010,1,dropout,0.5415766
658,SB-001,1,drift,0.5856379
659,SB-004,1,multi_spike,2.0137732
660,SB-017,1,spike,0.7727748
661,SB-012,1,dropout,0.6593675
662,SB-001,1,drift,0.8321551
663,SB-009,1,multi_spike,1.3688766
664,SB-010,1,spike,0.93481916
665,SB-017,1,dropout,0.39685133
666,SB-015,1,drift,0.86844784
667,SB-001,1,multi_spike,2.2238934
668,SB-004,1,spike,0.8013601
669,SB-004,1,dropout,0.7891089
670,SB-002,1,drift,0.807897
671,SB-013,1,multi_spike,1.7234885
672,SB-019,1,spike,1.4113759
673,SB-018,1,dropout,0.54415745
674,SB-016,1,drift,0.6611973
675,SB-011,1,multi_spike,2.1432166
676,SB-015,1,spike,1.416295
677,SB-001,1,dropout,0.40801325
678,SB-017,1,drift,0.70717114
679,SB-018,1,multi_spike,1.8927699
680,SB-009,1,spike,0.89476717
681,SB-005,1,dropout,0.6084997
682,SB-020,1,drift,0.74783677
683,SB-004,1,multi_spike,1.5613055
684,SB-018,1,spike,1.2216856
685,SB-016,1,dropout,0.7747993
686,SB-017,1,drift,0.61916775
687,SB-011,1,multi_spike,1.6986104
688,SB-002,1,spike,1.0747377
689,SB-002,1,dropout,0.6866052
690,SB-003,1,drift,1.1622583
691,SB-017,1,multi_spike,1.1468738
692,SB-002,1,spike,0.5751327
693,SB-012,1,dropout,0.68365
694,SB-004,1,drift,0.6160847
695,SB-017,1,multi_spike,1.6934637
696,SB-020,1,spike,0.7139689
697,SB-018,1,dropout,0.6742738
698,SB-013,1,drift,0.43395546
699,SB-016,1,multi_spike,0.9267917
700,SB-002,1,spike,0.709349
701,SB-018,1,dropout,0.55491793
702,SB-016,1,drift,1.0014104
703,SB-019,1,multi_spike,2.3224623
704,SB-001,1,spike,0.9990684
705,SB-017,1,dropout,0.4112814
706,SB-009,1,drift,0.49840954
707,SB-017,1,multi_spike,1.6110691
708,SB-002,1,spike,1.6600522
709,SB-020,1,dropout,0.5450969
710,SB-007,1,drift,0.8556693
711,SB-019,1,multi_spike,1.6310505
712,SB-019,1,spike,1.4145267
713,SB-012,1,dropout,0.31951314
714,SB-002,1,drift,1.9709935
715,SB-019,1,multi_spike,1.9707813
716,SB-012,1,spike,1.8442802
717,SB-003,1,dropout,0.4596382
718,SB-015,1,drift,0.49176756
719,SB-010,1,multi_spike,1.8154508
720,SB-016,1,spike,0.83722615
721,SB-019,1,dropout,0.5080003
722,SB-014,1,drift,1.0309588
723,SB-016,1,multi_spike,1.7977854
724,SB-014,1,spike,1.7113062
725,SB-006,1,dropout,0.3496204
726,SB-016,1,drift,0.66972834
727,SB-011,1,multi_spike,0.6079402
728,SB-002,1,spike,0.92767376
729,SB-014,1,dropout,0.43719748
730,SB-008,1,drift,1.337512
731,SB-003,1,multi_spike,2.3730342
732,SB-003,1,spike,1.0052038
733,SB-008,1,dropout,0.59697187
734,SB-009,1,drift,0.48994705
735,SB-019,1,multi_spike,1.2303494
